ticker,type,expiry,strike,lastPrice,volume,openInterest,vol_oi,notional,iv
SNDK,CALL,2026-06-18,2000.0,31.31,4388,1599,2.744215134459037,13738828.0,0.062509375
SNDK,PUT,2026-06-18,2000.0,70.7,1897,890,2.1314606741573034,13411790.0,1.0000000000000003e-05
SNDK,PUT,2026-06-18,2050.0,106.0,761,315,2.4158730158730157,8066600.0,1.0000000000000003e-05
SNDK,PUT,2026-06-18,2025.0,92.4,547,155,3.529032258064516,5054280.0,1.0000000000000003e-05
SNDK,CALL,2026-06-18,1975.0,40.18,1029,140,7.35,4134522.0,0.0312596875
SNDK,CALL,2026-06-18,2050.0,15.8,2573,942,2.731422505307856,4065340.0,0.12500875
SNDK,CALL,2026-06-18,1980.0,38.17,626,296,2.114864864864865,2389442.0,0.062509375
SNDK,CALL,2026-06-18,2100.0,8.49,2633,834,3.157074340527578,2235417.0,0.2500075
SNDK,CALL,2026-06-18,2020.0,22.5,809,303,2.66996699669967,1820250.0,0.12500875
SNDK,CALL,2026-06-18,2005.0,28.97,578,56,10.321428571428571,1674466.0,0.12500875
WDC,CALL,2026-06-18,720.0,13.32,1334,533,2.50281425891182,1776888.0,0.062509375
WDC,PUT,2026-06-18,722.5,22.0,751,308,2.438311688311688,1652200.0,1.0000000000000003e-05
WDC,CALL,2026-06-18,725.0,11.75,1351,419,3.224343675417661,1587425.0,0.062509375
MU,CALL,2026-06-18,1050.0,21.5,18436,5502,3.350781533987641,39637400.0,0.0312596875
MU,PUT,2026-06-18,1050.0,28.95,7999,2876,2.7812934631432547,23157105.0,1.0000000000000003e-05
MU,CALL,2026-06-18,1100.0,7.0,31797,9499,3.3474049899989473,22257900.0,0.2500075
MU,CALL,2026-06-18,1040.0,26.99,7450,1794,4.15273132664437,20107550.0,1.0000000000000003e-05
MU,PUT,2026-06-18,1060.0,35.0,4753,1648,2.8841019417475726,16635500.0,1.0000000000000003e-05
MU,PUT,2026-06-18,1040.0,22.5,6832,2741,2.4925209777453485,15372000.0,0.015634843750000002
MU,CALL,2026-06-18,1060.0,17.65,8408,1773,4.74224478285392,14840119.999999998,0.062509375
MU,CALL,2026-06-18,1030.0,33.8,3354,1098,3.0546448087431695,11336520.0,1.0000000000000003e-05
MU,CALL,2026-06-18,1080.0,11.5,9725,3134,3.103063178047224,11183750.0,0.12500875
MU,CALL,2026-06-18,1070.0,14.5,7670,3085,2.4862236628849272,11121500.0,0.12500875
DELL,CALL,2026-06-18,430.0,3.5,4490,1339,3.3532486930545184,1571500.0,0.12500875
INTC,CALL,2026-06-18,86.0,35.37,6950,252,27.57936507936508,24582149.999999996,1.0000000000000003e-05
INTC,CALL,2026-06-18,121.0,2.8,12662,3839,3.2982547538421465,3545360.0,1.0000000000000003e-05
INTC,CALL,2026-06-18,125.0,1.23,24942,11601,2.1499870700801655,3067866.0,0.12500875
INTC,CALL,2026-06-18,123.0,1.9,6584,1648,3.995145631067961,1250959.9999999998,0.062509375
AMD,PUT,2026-06-18,520.0,13.9,8010,1625,4.929230769230769,11133900.0,1.0000000000000003e-05
AMD,CALL,2026-06-18,520.0,6.4,10739,3994,2.6887831747621433,6872960.000000001,0.062509375
AMD,CALL,2026-06-18,525.0,4.58,11624,1666,6.97719087635054,5323792.0,0.12500875
AMD,PUT,2026-06-18,515.0,10.8,4737,1889,2.5076760190577025,5115960.000000001,1.0000000000000003e-05
AMD,CALL,2026-06-18,515.0,8.06,5900,2562,2.302888368462139,4755400.0,0.0312596875
AMD,PUT,2026-06-18,525.0,16.96,2038,1011,2.015825914935707,3456448.0000000005,1.0000000000000003e-05
AMD,PUT,2026-06-26,510.0,21.0,1537,548,2.8047445255474455,3227700.0,0.007822421875
AMD,CALL,2026-06-18,540.0,1.7,18912,4205,4.497502972651605,3215040.0,0.2500075
AMD,CALL,2026-06-18,522.5,5.25,5064,1695,2.9876106194690264,2658600.0,0.062509375
AMD,PUT,2026-06-18,512.5,9.52,2429,667,3.6416791604197902,2312408.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,145.0,228.77,2402,1,2402.0,54950554.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,160.0,211.74,2406,4,601.5,50944644.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,100.0,273.6,1800,3,600.0,49248000.00000001,1.0000000000000003e-05
LRCX,CALL,2026-06-18,170.0,200.9,2408,2,1204.0,48376720.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,135.0,238.65,1800,0,,42957000.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,150.0,223.6,1801,2,900.5,40270360.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,85.0,288.65,1200,7,171.42857142857142,34638000.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,95.0,278.65,1200,1,1200.0,33438000.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,105.0,268.65,1202,2,601.0,32291730.0,1.0000000000000003e-05
LRCX,CALL,2026-06-18,115.0,258.7,1200,97,12.371134020618557,31044000.0,1.0000000000000003e-05
HPE,CALL,2026-07-02,20.0,28.85,2918,0,,8418430.0,1.0000000000000003e-05
TXN,CALL,2026-06-18,135.0,146.45,995,1,995.0,14571775.0,1.0000000000000003e-05
TXN,CALL,2026-06-18,130.0,151.6,870,0,,13189200.0,1.0000000000000003e-05
TXN,CALL,2026-06-18,160.0,121.2,810,15,54.0,9817200.0,1.0000000000000003e-05
PWR,CALL,2026-06-18,680.0,47.63,521,205,2.5414634146341464,2481523.0,1.0000000000000003e-05
JBL,PUT,2026-06-18,375.0,7.0,1440,284,5.070422535211268,1008000.0,1.0000000000000003e-05
ADI,CALL,2026-06-18,280.0,127.0,1480,3,493.3333333333333,18796000.0,1.0000000000000003e-05
ADI,CALL,2026-06-18,220.0,186.7,740,0,,13815800.0,1.0000000000000003e-05
ADI,CALL,2026-06-18,250.0,157.1,740,1,740.0,11625400.0,1.0000000000000003e-05
