ticker,type,expiry,strike,lastPrice,volume,openInterest,vol_oi,notional,iv
SNDK,CALL,2026-07-17,1350.0,601.2,1305,107,12.19626168224299,78456600.00000001,1.450014956970215
SNDK,CALL,2026-07-10,1850.0,68.9,3347,646,5.181114551083591,23060830.0,0.642703768310547
SNDK,CALL,2026-07-10,1900.0,14.11,10405,1899,5.479199578725645,14681454.999999998,0.3296575823974609
SNDK,CALL,2026-07-10,1860.0,54.72,1879,415,4.527710843373494,10281888.0,0.5993082061767578
SNDK,CALL,2026-07-17,1920.0,123.25,538,112,4.803571428571429,6630850.0,1.0841262834930419
SNDK,CALL,2026-07-10,1880.0,33.9,1837,108,17.00925925925926,6227430.0,0.5404098693847659
SNDK,CALL,2026-07-10,1830.0,85.3,532,245,2.1714285714285713,4537960.0,0.7932149584960937
SNDK,CALL,2026-07-10,1875.0,35.7,1217,248,4.907258064516129,4344690.0,0.5166674310302735
SNDK,CALL,2026-07-10,1870.0,29.0,1316,181,7.2707182320441985,3816400.0,0.5094653546142578
SNDK,CALL,2026-07-10,1890.0,29.03,897,200,4.485,2603991.0,0.42139250488281255
DELL,PUT,2026-07-10,445.0,11.25,938,194,4.835051546391752,1055250.0,0.45898978515625005
AMD,CALL,2026-07-10,550.0,8.0,14707,4900,3.0014285714285713,11765600.0,0.27246821289062495
AMD,CALL,2026-07-17,555.0,24.0,4321,1038,4.16281310211946,10370400.0,0.6841462249755861
AMD,CALL,2026-07-10,555.0,2.55,31195,1747,17.856325128792214,7954725.0,0.18042811767578126
AMD,CALL,2026-07-10,545.0,13.5,3742,1719,2.176847004072135,5051700.0,0.549076774902344
AMD,PUT,2026-07-17,530.0,10.95,3592,1424,2.5224719101123596,3933239.9999999995,0.6928741650390625
AMD,CALL,2026-07-10,552.5,5.28,5600,1839,3.045133224578575,2956800.0,0.282233740234375
AMD,PUT,2026-07-17,540.0,14.4,2031,811,2.504315659679408,2924640.0,0.6845124322509766
AMD,CALL,2026-07-13,550.0,15.5,1687,369,4.571815718157182,2614850.0,0.489384989013672
AMD,CALL,2026-07-13,557.5,10.86,2239,121,18.50413223140496,2431553.9999999995,0.4788870471191406
AMD,CALL,2026-07-10,547.5,10.86,2206,732,3.0136612021857925,2395716.0,0.48389187988281257
AMAT,CALL,2026-07-31,750.0,10.89,1840,157,11.719745222929935,2003760.0000000002,0.8672498626708984
FTNT,CALL,2026-07-17,165.0,1.63,6392,1535,4.164169381107492,1041895.9999999999,0.46973186523437505
FTNT,PUT,2026-07-31,155.0,11.35,887,47,18.872340425531913,1006744.9999999999,0.8060322131347657
CSCO,CALL,2026-07-17,82.5,29.57,3401,46,73.93478260869566,10056757.0,2.170903010253906
CSCO,CALL,2026-07-17,65.0,47.45,1680,13,129.23076923076923,7971600.0,3.258790915527343
CSCO,CALL,2026-07-17,60.0,52.45,1015,0,,5323675.0,3.6523446191406252
CSCO,CALL,2026-07-17,70.0,42.25,840,0,,3549000.0,1.3437532812499997
CSCO,CALL,2026-07-17,67.5,45.0,775,0,,3487500.0,3.096681945800781
CSCO,CALL,2026-07-17,72.5,40.5,840,0,,3402000.0,2.767092926025391
NTAP,CALL,2026-07-17,125.0,44.85,4203,0,,18850455.0,1.537111689453125
NTAP,CALL,2026-07-17,130.0,39.85,2520,0,,10042200.0,0.8964854101562498
NTAP,CALL,2026-07-17,120.0,49.85,1680,0,,8374800.0,1.12891060546875
NTAP,CALL,2026-07-17,140.0,31.2,1312,3,437.3333333333333,4093440.0,0.7304714453125
NTAP,CALL,2026-07-17,110.0,61.4,600,0,,3684000.0,1.3789093554687497
NTAP,CALL,2026-07-17,145.0,26.3,776,101,7.683168316831683,2040880.0,0.6909210595703126
