ticker,type,expiry,strike,lastPrice,volume,openInterest,vol_oi,notional,iv
SNDK,CALL,2026-06-12,1800.0,102.35,3825,1191,3.211586901763224,39148875.0,1.0000000000000003e-05
SNDK,CALL,2026-06-12,1750.0,142.46,1707,639,2.671361502347418,24317922.0,1.0000000000000003e-05
SNDK,CALL,2026-06-12,1900.0,40.0,5692,2025,2.810864197530864,22768000.0,0.0312596875
SNDK,CALL,2026-06-12,1730.0,161.0,695,125,5.56,11189500.0,1.0000000000000003e-05
SNDK,CALL,2026-06-12,2000.0,12.43,8551,2543,3.3625639009044437,10628893.0,0.2500075
SNDK,CALL,2026-06-12,1690.0,195.72,541,158,3.4240506329113924,10588452.0,1.0000000000000003e-05
SNDK,PUT,2026-06-12,1800.0,20.08,2363,693,3.40981240981241,4744903.999999999,0.12500875
SNDK,CALL,2026-06-12,1950.0,23.71,1721,787,2.1867852604828464,4080491.0000000005,0.12500875
SNDK,CALL,2026-06-12,1860.0,61.76,568,215,2.641860465116279,3507968.0,1.0000000000000003e-05
SNDK,PUT,2026-06-12,1750.0,11.5,2749,592,4.643581081081081,3161350.0,0.2500075
MU,CALL,2026-06-12,950.0,55.4,18679,4929,3.7896124974639886,103481660.0,1.0000000000000003e-05
MU,CALL,2026-06-12,1000.0,23.45,32589,9081,3.588701684836472,76421205.0,0.015634843750000002
MU,CALL,2026-06-12,930.0,71.93,9080,2514,3.6117740652346857,65312440.0,1.0000000000000003e-05
MU,CALL,2026-06-12,920.0,80.6,8061,1587,5.079395085066163,64971660.0,1.0000000000000003e-05
MU,CALL,2026-06-12,910.0,89.0,7278,1007,7.227408142999007,64774200.0,1.0000000000000003e-05
MU,CALL,2026-06-12,915.0,85.25,5395,803,6.718555417185554,45992375.0,1.0000000000000003e-05
MU,CALL,2026-06-12,850.0,145.23,2886,1306,2.209800918836141,41913378.0,1.0000000000000003e-05
MU,CALL,2026-06-12,925.0,74.83,5009,760,6.59078947368421,37482347.0,1.0000000000000003e-05
MU,CALL,2026-06-12,970.0,40.5,8015,2780,2.883093525179856,32460750.0,1.0000000000000003e-05
MU,CALL,2026-06-12,905.0,93.96,3170,565,5.610619469026549,29785319.999999996,1.0000000000000003e-05
DELL,CALL,2026-06-12,380.0,15.2,937,356,2.6320224719101124,1424240.0,1.0000000000000003e-05
INTC,CALL,2026-06-12,115.0,3.75,35533,8744,4.063700823421775,13324875.0,1.0000000000000003e-05
INTC,CALL,2026-06-12,120.0,1.4,54936,17881,3.0723113919803144,7691039.999999999,0.12500875
INTC,CALL,2026-06-12,116.0,3.13,18515,8068,2.2948686167575607,5795195.0,1.0000000000000003e-05
INTC,CALL,2026-06-12,114.0,4.45,9698,2319,4.1819749892194915,4315610.0,1.0000000000000003e-05
INTC,CALL,2026-06-12,118.0,2.12,20154,3967,5.080413410637761,4272648.0,0.062509375
INTC,CALL,2026-06-12,117.0,2.61,14594,3048,4.7880577427821525,3809033.9999999995,0.0039162109375
INTC,CALL,2026-06-12,112.0,5.81,6313,2815,2.2426287744227356,3667853.0,1.0000000000000003e-05
INTC,PUT,2026-06-12,115.0,1.77,20061,4915,4.081586978636826,3550797.0,0.062509375
INTC,CALL,2026-06-18,113.0,8.63,4079,1333,3.0600150037509377,3520177.0000000005,1.0000000000000003e-05
INTC,PUT,2026-06-12,114.0,1.36,18785,3190,5.88871473354232,2554760.0,0.12500875
AMD,CALL,2026-06-12,470.0,21.36,8734,1869,4.673087212413055,18655824.0,1.0000000000000003e-05
AMD,CALL,2026-06-12,480.0,14.15,13116,3588,3.6555183946488294,18559140.0,1.0000000000000003e-05
AMD,CALL,2026-06-12,475.0,17.57,5638,886,6.363431151241535,9905966.0,1.0000000000000003e-05
AMD,CALL,2026-06-12,467.5,22.95,3313,702,4.719373219373219,7603334.999999999,1.0000000000000003e-05
AMD,CALL,2026-06-12,465.0,25.1,2863,957,2.991640543364681,7186130.0,1.0000000000000003e-05
AMD,CALL,2026-06-12,462.5,28.0,2037,445,4.5775280898876405,5703600.0,1.0000000000000003e-05
AMD,CALL,2026-06-12,472.5,19.7,2220,376,5.904255319148936,4373400.0,1.0000000000000003e-05
AMD,CALL,2026-06-12,477.5,15.5,2163,548,3.947080291970803,3352650.0,1.0000000000000003e-05
AMD,PUT,2026-06-12,470.0,3.0,10291,2459,4.185034566897112,3087300.0,0.12500875
AMD,CALL,2026-06-12,487.5,9.6,2147,909,2.361936193619362,2061120.0,1.0000000000000003e-05
TXN,CALL,2026-06-18,135.0,146.45,995,1,995.0,14571775.0,1.0000000000000003e-05
TXN,CALL,2026-06-18,130.0,151.6,870,0,,13189200.0,1.0000000000000003e-05
