ticker,type,expiry,strike,lastPrice,volume,openInterest,vol_oi,notional,iv
SNDK,PUT,2026-09-11,1700.0,31.04,6892,1289,5.34678044996121,21392768.0,0.5357102093505859
SNDK,CALL,2026-09-11,1700.0,24.52,7395,1064,6.950187969924812,18132540.0,0.5619855813598633
SNDK,CALL,2026-09-11,1660.0,46.23,3696,158,23.39240506329114,17086608.0,0.6034585552978518
SNDK,PUT,2026-09-11,1780.0,93.0,1239,487,2.544147843942505,11522700.0,0.5568891967773439
SNDK,CALL,2026-09-11,1690.0,29.15,3567,96,37.15625,10397804.999999998,0.5593610958862305
SNDK,PUT,2026-09-11,1690.0,25.88,3506,122,28.737704918032787,9073528.0,0.5401352139282228
SNDK,PUT,2026-09-11,1795.0,98.6,916,101,9.069306930693068,9031760.0,0.5775188732910157
SNDK,PUT,2026-09-11,1720.0,42.2,1891,218,8.674311926605505,7980020.000000001,0.5350388293457031
SNDK,CALL,2026-09-11,1650.0,54.32,1464,549,2.6666666666666665,7952448.0,0.5674481732177734
SNDK,PUT,2026-09-11,1695.0,28.3,2552,200,12.76,7222160.000000001,0.5373886593627931
MU,PUT,2026-09-18,1350.0,426.61,1645,0,,70177345.0,1.3773224493408203
MU,PUT,2026-09-11,980.0,13.0,20992,1116,18.810035842293907,27289600.0,0.4381770050048829
MU,CALL,2026-09-11,990.0,9.0,28371,663,42.79185520361991,25533900.0,0.4985401708984375
MU,CALL,2026-09-11,985.0,10.5,21759,361,60.27423822714682,22846950.0,0.4997608618164063
MU,PUT,2026-09-11,990.0,20.65,10799,2308,4.67894280762565,22299934.999999996,0.4343928631591797
MU,PUT,2026-09-11,985.0,17.69,12072,969,12.458204334365325,21355368.000000004,0.4381770050048829
MU,CALL,2026-09-11,1000.0,5.52,36999,3502,10.56510565391205,20423448.0,0.4875539526367188
MU,CALL,2026-09-11,980.0,13.6,14087,755,18.658278145695363,19158320.0,0.5210619183349607
MU,PUT,2026-09-11,975.0,11.99,9947,1447,6.874222529371113,11926453.0,0.44122873229980464
MU,PUT,2026-09-14,995.0,26.45,3982,102,39.03921568627451,10532390.0,0.40039662109375
MPC,PUT,2026-09-18,390.0,9.0,1937,347,5.582132564841499,1743300.0,0.4435480450439453
AMD,PUT,2026-09-11,505.0,7.06,7055,1243,5.675784392598552,4980830.0,0.4348201049804688
AMD,PUT,2026-09-11,510.0,9.75,4562,1055,4.324170616113744,4447950.0,0.43115803222656257
AMD,CALL,2026-09-11,510.0,3.76,11567,3967,2.9158053945046634,4349192.0,0.4382380395507813
AMD,PUT,2026-09-11,507.5,7.91,4947,432,11.45138888888889,3913077.0000000005,0.42957113403320313
AMD,PUT,2026-09-11,500.0,4.67,6760,2160,3.1296296296296298,3156920.0,0.43469803588867195
AMD,CALL,2026-09-11,505.0,5.85,5093,948,5.372362869198312,2979405.0,0.44165597412109375
AMD,CALL,2026-09-11,507.5,4.6,4648,238,19.529411764705884,2138080.0,0.4398249377441406
AMD,CALL,2026-09-11,502.5,7.15,2844,421,6.755344418052257,2033460.0000000002,0.4500787414550781
AMD,CALL,2026-09-11,520.0,1.35,11213,4739,2.3661109938805653,1513755.0,0.43335527587890627
AMD,CALL,2026-09-14,505.0,8.45,1768,124,14.258064516129032,1493959.9999999998,0.3920959228515625
PSX,CALL,2026-09-18,170.0,69.7,2061,18,114.5,14365170.000000002,1.37109689453125
PSX,CALL,2026-09-18,165.0,74.54,1020,5,204.0,7603080.0,1.4287137939453123
PSX,CALL,2026-09-18,135.0,104.8,545,1,545.0,5711600.0,1.984375078125
PSX,CALL,2026-09-18,140.0,99.85,568,0,,5671480.0,1.919922275390625
PSX,CALL,2026-09-18,150.0,89.55,510,0,,4567050.0,1.5781271093749998
CRWD,CALL,2026-09-18,220.0,2.7,7066,2885,2.449220103986135,1907820.0,0.5131884619140624
HPQ,CALL,2026-09-18,18.0,13.1,3782,27,140.07407407407408,4954420.0,3.1093772265624997
HPQ,CALL,2026-09-18,19.0,12.0,3780,38,99.47368421052632,4536000.0,2.88281529296875
HPQ,CALL,2026-09-18,20.0,11.05,3782,17,222.47058823529412,4179110.0000000005,2.6640658398437504
HPQ,CALL,2026-09-18,21.0,10.0,3780,2,1890.0,3780000.0,2.4570351074218753
HPQ,CALL,2026-09-18,24.0,7.05,5044,1,5044.0,3556019.9999999995,1.8789068554687498
HPQ,CALL,2026-09-18,22.0,9.05,3794,8,474.25,3433570.0000000005,2.2578168554687497
